epoch,loss,acc
1,3.189915657043457,0.1704721599817276
2,2.3076493740081787,0.3491365909576416
3,1.8542332649230957,0.4620380699634552
4,1.6678978204727173,0.5133231282234192
5,1.554887056350708,0.536435067653656
6,1.4693057537078857,0.5536024570465088
7,1.3813679218292236,0.5700257420539856
8,1.3191910982131958,0.5807989239692688
9,1.272666096687317,0.592587411403656
10,1.2332206964492798,0.6022678017616272
11,1.196317195892334,0.6117699146270752
12,1.1634331941604614,0.6208999752998352
